grid,dim,solution,interp_order,method,resolution,n_points,h,h_nominal,case,ref_source,field,L1,L2,Linf,rel_L1,rel_L2,rel_Linf,order_L2
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_128,reference_file,Density,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_256,reference_file,Density,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,64,6073,0.012832118438741323,0.015625,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_64,reference_file,Momentum_x,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_128,reference_file,Momentum_x,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_256,reference_file,Momentum_x,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,64,6073,0.012832118438741323,0.015625,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_64,reference_file,Momentum_y,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_128,reference_file,Momentum_y,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_256,reference_file,Momentum_y,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,64,6073,0.012832118438741323,0.015625,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_64,reference_file,Energy,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_128,reference_file,Energy,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_256,reference_file,Energy,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,64,6073,0.012832118438741323,0.015625,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_64,reference_file,ALL_FIELDS,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_128,reference_file,ALL_FIELDS,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Constant_ThirdOrder_ConsGalerkinProj_256,reference_file,ALL_FIELDS,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Constant_ThirdOrder_NN_64,reference_file,Density,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Constant_ThirdOrder_NN_128,reference_file,Density,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Constant_ThirdOrder_NN_256,reference_file,Density,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Constant_ThirdOrder_NN_64,reference_file,Momentum_x,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Constant_ThirdOrder_NN_128,reference_file,Momentum_x,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Constant_ThirdOrder_NN_256,reference_file,Momentum_x,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Constant_ThirdOrder_NN_64,reference_file,Momentum_y,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Constant_ThirdOrder_NN_128,reference_file,Momentum_y,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Constant_ThirdOrder_NN_256,reference_file,Momentum_y,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Constant_ThirdOrder_NN_64,reference_file,Energy,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Constant_ThirdOrder_NN_128,reference_file,Energy,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Constant_ThirdOrder_NN_256,reference_file,Energy,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Constant_ThirdOrder_NN_64,reference_file,ALL_FIELDS,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Constant_ThirdOrder_NN_128,reference_file,ALL_FIELDS,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Constant,ThirdOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Constant_ThirdOrder_NN_256,reference_file,ALL_FIELDS,0.0,0.0,0.0,0.0,0.0,0.0,nan
Mixed,2,Discontinuous,FirstOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_FirstOrder_NN_64,reference_file,Density,0.021735550798616825,0.22839728964390177,2.3999999999999995,0.013059479995251097,0.11924057940092221,0.6666666666666666,nan
Mixed,2,Discontinuous,FirstOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_FirstOrder_NN_128,reference_file,Density,0.012094395280235985,0.17037179541393097,2.3999999999999995,0.007256209073211018,0.08880674298376477,0.6666666666666666,0.4214108708797397
Mixed,2,Discontinuous,FirstOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_FirstOrder_NN_256,reference_file,Density,0.0066466823636797375,0.12630137636950503,2.3999999999999995,0.003983380203943098,0.0657561338137596,0.6666666666666666,0.4357787515222819
Mixed,2,Discontinuous,FirstOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_FirstOrder_NN_64,reference_file,Momentum_x,4.347110159723364,45.67945792878036,479.99999999999994,0.026118959990502188,0.23848115880184448,1.3333333333333335,nan
Mixed,2,Discontinuous,FirstOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_FirstOrder_NN_128,reference_file,Momentum_x,2.418879056047197,34.0743590827862,479.99999999999994,0.014512418146422037,0.17761348596752957,1.3333333333333335,0.4214108708797395
Mixed,2,Discontinuous,FirstOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_FirstOrder_NN_256,reference_file,Momentum_x,1.3293364727359478,25.260275273901012,479.99999999999994,0.007966760407886197,0.13151226762751922,1.3333333333333335,0.4357787515222819
Mixed,2,Discontinuous,FirstOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_FirstOrder_NN_64,reference_file,Momentum_y,2.173555079861682,22.83972896439018,239.99999999999997,0.026118959990502188,0.23848115880184448,1.3333333333333335,nan
Mixed,2,Discontinuous,FirstOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_FirstOrder_NN_128,reference_file,Momentum_y,1.2094395280235986,17.0371795413931,239.99999999999997,0.014512418146422037,0.17761348596752957,1.3333333333333335,0.4214108708797395
Mixed,2,Discontinuous,FirstOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_FirstOrder_NN_256,reference_file,Momentum_y,0.6646682363679739,12.630137636950506,239.99999999999997,0.007966760407886197,0.13151226762751922,1.3333333333333335,0.4357787515222819
Mixed,2,Discontinuous,FirstOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_FirstOrder_NN_64,reference_file,Energy,17168.835501399637,180410.21969920432,1895751.6,0.02817414288859572,0.18686044511359076,0.8865506325673135,nan
Mixed,2,Discontinuous,FirstOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_FirstOrder_NN_128,reference_file,Energy,9553.320501474927,134576.0848961802,1895751.6,0.015628131854310588,0.13904931047096353,0.8865506325673135,0.4214108708797395
Mixed,2,Discontinuous,FirstOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_FirstOrder_NN_256,reference_file,Energy,5250.191135682353,99765.01513945479,1895751.6,0.008568351662866406,0.10289140764445522,0.8865506325673135,0.4357787515222819
Mixed,2,Discontinuous,FirstOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_FirstOrder_NN_64,reference_file,ALL_FIELDS,4293.844475547506,90205.11346402907,1895751.6,0.02817326000190349,0.18686044800385768,0.8865506325673135,nan
Mixed,2,Discontinuous,FirstOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_FirstOrder_NN_128,reference_file,ALL_FIELDS,2389.2402286135693,67288.04514425344,1895751.6,0.015627652902627735,0.1390493126275411,0.8865506325673135,0.4214108708797397
Mixed,2,Discontinuous,FirstOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_FirstOrder_NN_256,reference_file,ALL_FIELDS,1313.0479467684554,49882.509568468675,1895751.6,0.008568093547713904,0.10289140924350078,0.8865506325673135,0.4357787515222819
Mixed,2,Discontinuous,SecondOrder,Barycentric,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_Barycentric_64,reference_file,Density,0.02999451977046277,0.17679874634068443,2.1860929385022025,0.018021757743284305,0.09230225535464347,0.6072480384728342,nan
Mixed,2,Discontinuous,SecondOrder,Barycentric,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_Barycentric_128,reference_file,Density,0.015976487668660666,0.13007964289252077,2.2805861569096364,0.009585327095173086,0.06780435333037182,0.6334961546971213,0.44119671213271106
Mixed,2,Discontinuous,SecondOrder,Barycentric,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_Barycentric_256,reference_file,Density,0.008242873219996059,0.09545762118997637,2.2997165282821688,0.004939983018831543,0.049697986616928105,0.638810146745047,0.45055991035837667
Mixed,2,Discontinuous,SecondOrder,Barycentric,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_Barycentric_64,reference_file,Momentum_x,5.9989039540925475,35.35974926813689,437.21858770044054,0.03604351548656857,0.18460451070928696,1.2144960769456683,nan
Mixed,2,Discontinuous,SecondOrder,Barycentric,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_Barycentric_128,reference_file,Momentum_x,3.195297533732127,26.015928578504152,456.1172313819273,0.019170654190346133,0.13560870666074362,1.2669923093942428,0.4411967121327113
Mixed,2,Discontinuous,SecondOrder,Barycentric,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_Barycentric_256,reference_file,Momentum_x,1.648574643999205,19.091524237995277,459.9433056564338,0.009879966037663045,0.0993959732338562,1.277620293490094,0.4505599103583763
Mixed,2,Discontinuous,SecondOrder,Barycentric,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_Barycentric_64,reference_file,Momentum_y,2.9994519770462738,17.679874634068444,218.60929385022027,0.03604351548656857,0.18460451070928696,1.2144960769456683,nan
Mixed,2,Discontinuous,SecondOrder,Barycentric,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_Barycentric_128,reference_file,Momentum_y,1.5976487668660635,13.007964289252076,228.05861569096365,0.019170654190346133,0.13560870666074362,1.2669923093942428,0.4411967121327113
Mixed,2,Discontinuous,SecondOrder,Barycentric,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_Barycentric_256,reference_file,Momentum_y,0.8242873219996025,9.545762118997638,229.9716528282169,0.009879966037663045,0.0993959732338562,1.277620293490094,0.4505599103583763
Mixed,2,Discontinuous,SecondOrder,Barycentric,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_Barycentric_64,reference_file,Energy,23692.56618586932,139652.71093889445,1726787.1607976058,0.03887961679543008,0.1446457288886974,0.8075341989500273,nan
Mixed,2,Discontinuous,SecondOrder,Barycentric,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_Barycentric_128,reference_file,Energy,12619.77169176819,102749.45464205205,1801427.0232913732,0.020644492764562893,0.10616478277152205,0.8424396250135404,0.44119671213271106
Mixed,2,Discontinuous,SecondOrder,Barycentric,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_Barycentric_256,reference_file,Energy,6511.016706418585,75401.64087628819,1816538.0366822367,0.010626028535271972,0.07776454459129131,0.8495063095308597,0.4505599103583765
Mixed,2,Discontinuous,SecondOrder,Barycentric,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_Barycentric_64,reference_file,ALL_FIELDS,5925.3986340800575,69826.35826731821,1726787.1607976058,0.038878398433742786,0.14464573112600757,0.8075341989500273,nan
Mixed,2,Discontinuous,SecondOrder,Barycentric,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_Barycentric_128,reference_file,ALL_FIELDS,3156.1451536391146,51374.729379559045,1801427.0232913732,0.020643860077646545,0.10616478441807889,0.8424396250135404,0.4411967121327113
Mixed,2,Discontinuous,SecondOrder,Barycentric,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_Barycentric_256,reference_file,ALL_FIELDS,1628.3744528144507,37700.821948777586,1816538.0366822367,0.01062570843415056,0.07776454579983783,0.8495063095308597,0.4505599103583765
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_64,reference_file,Density,0.029544909438062466,0.18022972144278945,2.372974723535541,0.017751616112366277,0.09409348264864066,0.6591596454265393,nan
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_128,reference_file,Density,0.015748805924158563,0.13243390915699887,2.4048,0.009448726107527143,0.0690315207647285,0.668,0.4430419065320703
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_256,reference_file,Density,0.008135449621892284,0.09725644072567147,2.4048,0.004875603677272935,0.05063450387031039,0.668,0.44949417340469533
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_64,reference_file,Momentum_x,5.908981887612772,36.04594428855545,474.5949447070353,0.03550323222473423,0.18818696529726858,1.318319290852876,nan
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_128,reference_file,Momentum_x,3.1497611848299303,26.48678183140813,480.9599999999999,0.01889745221504359,0.13806304152950055,1.336,0.4430419065315193
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_256,reference_file,Momentum_x,1.6270899243780839,19.45128814514077,480.9599999999999,0.009751207354543634,0.10126900774065448,1.336,0.4494941734046699
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_64,reference_file,Momentum_y,2.954490943806386,18.022972144277723,237.29747235351766,0.03550323222473423,0.18818696529726858,1.318319290852876,nan
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_128,reference_file,Momentum_y,1.5748805924149651,13.243390915704065,240.47999999999996,0.01889745221504359,0.13806304152950055,1.336,0.4430419065315193
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_256,reference_file,Momentum_y,0.8135449621890419,9.725644072570384,240.47999999999996,0.009751207354543634,0.10126900774065448,1.336,0.4494941734046699
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_64,reference_file,Energy,23337.42055794064,142362.82616363122,1874404.4287087433,0.038296821085918684,0.14745273914591991,0.8765676009234069,nan
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_128,reference_file,Energy,12439.926678676175,104609.0813244737,1899543.1032000002,0.020350287040227746,0.10808622229120803,0.8883237338324482,0.44304190653145714
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_256,reference_file,Energy,6426.16318225702,76822.52213168785,1899543.1032000002,0.010487546941733695,0.0792299528033718,0.8883237338324482,0.4494941734048582
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_64,reference_file,ALL_FIELDS,5836.578393920375,71181.41593398235,1874404.4287087433,0.03829562098716767,0.1474527414266475,0.8765676009234069,nan
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_128,reference_file,ALL_FIELDS,3111.166767314836,52304.54275802654,1899543.1032000002,0.020349663369765056,0.10808622396756531,0.8883237338324482,0.4430419065314569
Mixed,2,Discontinuous,SecondOrder,ConsGalerkinProj,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_ConsGalerkinProj_256,reference_file,ALL_FIELDS,1607.152988148302,38411.262604944044,1899543.1032000002,0.010487231012266186,0.07922995403469237,0.8883237338324482,0.4494941734048584
Mixed,2,Discontinuous,SecondOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_NN_64,reference_file,Density,0.03645213240258346,0.2073058364704184,2.5767913400200397,0.021901717527493113,0.1082292530373971,0.7157753722277889,nan
Mixed,2,Discontinuous,SecondOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_NN_128,reference_file,Density,0.01961410310057669,0.15170635830553114,2.4803736104291874,0.011767767596770985,0.07907733517927469,0.6889926695636632,0.4489364539122191
Mixed,2,Discontinuous,SecondOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_NN_256,reference_file,Density,0.01032650547366934,0.11304313640719378,2.6296474401849776,0.0061887111838682275,0.05885351227346759,0.730457622273605,0.4283027650529801
Mixed,2,Discontinuous,SecondOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_NN_64,reference_file,Momentum_x,7.290426480516691,41.46116729408367,515.3582680040081,0.04380343505498622,0.21645850607479417,1.4315507444555782,nan
Mixed,2,Discontinuous,SecondOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_NN_128,reference_file,Momentum_x,3.9228206201153384,30.341271661106227,496.0747220858375,0.023535535193541967,0.15815467035854935,1.3779853391273267,0.4489364539122188
Mixed,2,Discontinuous,SecondOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_NN_256,reference_file,Momentum_x,2.0653010947338677,22.608627281438757,525.9294880369955,0.012377422367736451,0.11770702454693517,1.46091524454721,0.4283027650529799
Mixed,2,Discontinuous,SecondOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_NN_64,reference_file,Momentum_y,3.6452132402583457,20.730583647041836,257.67913400200405,0.04380343505498622,0.21645850607479417,1.4315507444555782,nan
Mixed,2,Discontinuous,SecondOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_NN_128,reference_file,Momentum_y,1.9614103100576692,15.170635830553113,248.03736104291875,0.023535535193541967,0.15815467035854935,1.3779853391273267,0.4489364539122188
Mixed,2,Discontinuous,SecondOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_NN_256,reference_file,Momentum_y,1.0326505473669338,11.304313640719378,262.96474401849775,0.012377422367736451,0.11770702454693517,1.46091524454721,0.4283027650529799
Mixed,2,Discontinuous,SecondOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_NN_64,reference_file,Energy,28793.411802337272,163750.15465755586,2035398.46071214,0.0472501293581091,0.16960473102769116,0.951856663536976,nan
Mixed,2,Discontinuous,SecondOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_NN_128,reference_file,Energy,15493.111389784679,119832.32145328501,1959238.433570379,0.02534494551875384,0.12381547347783695,0.9162403305538614,0.4489364539122188
Mixed,2,Discontinuous,SecondOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_NN_256,reference_file,Energy,8156.8705308822555,89292.37779706495,2077149.3092360739,0.013312074431360189,0.09209058336349711,0.9713815006354205,0.4283027650529801
Mixed,2,Discontinuous,SecondOrder,NN,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_SecondOrder_NN_64,reference_file,ALL_FIELDS,7201.095973547613,81875.08060942891,2035398.46071214,0.047248648691578035,0.16960473365105502,0.951856663536976,nan
Mixed,2,Discontinuous,SecondOrder,NN,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_SecondOrder_NN_128,reference_file,ALL_FIELDS,3874.7538087044886,59916.163127422056,1959238.433570379,0.025344168778166986,0.12381547539814618,0.9162403305538614,0.4489364539122188
Mixed,2,Discontinuous,SecondOrder,NN,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_SecondOrder_NN_256,reference_file,ALL_FIELDS,2039.9947022574577,44646.19068745981,2077149.3092360739,0.013311673415125423,0.09209058479468601,0.9713815006354205,0.4283027650529799
Mixed,2,Discontinuous,ThirdOrder,Barycentric,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_ThirdOrder_Barycentric_64,reference_file,Density,0.03555813450309833,0.17545970713197226,2.200445365822814,0.02136457228593496,0.091603176082134,0.6112348238396706,nan
Mixed,2,Discontinuous,ThirdOrder,Barycentric,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_ThirdOrder_Barycentric_128,reference_file,Density,0.018570433809576462,0.12905911773607634,2.2771850505373994,0.011141602964037085,0.06727240192928084,0.6325514029270555,0.4415902144310456
Mixed,2,Discontinuous,ThirdOrder,Barycentric,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_ThirdOrder_Barycentric_256,reference_file,Density,0.00961929629001868,0.09458576025393817,2.3011552045185413,0.005764878223594013,0.0492440707054388,0.6392097790329282,0.4524513562761964
Mixed,2,Discontinuous,ThirdOrder,Barycentric,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_ThirdOrder_Barycentric_64,reference_file,Momentum_x,7.11162690061966,35.091941426394456,440.0890731645628,0.04272914457186988,0.18320635216426806,1.2224696476793413,nan
Mixed,2,Discontinuous,ThirdOrder,Barycentric,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_ThirdOrder_Barycentric_128,reference_file,Momentum_x,3.714086761915286,25.81182354721527,455.4370101074799,0.02228320592807413,0.13454480385856166,1.2651028058541112,0.4415902144310459
Mixed,2,Discontinuous,ThirdOrder,Barycentric,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_ThirdOrder_Barycentric_256,reference_file,Momentum_x,1.9238592580037297,18.91715205078763,460.23104090370833,0.011529756447187987,0.09848814141087757,1.2784195580658566,0.4524513562761964
Mixed,2,Discontinuous,ThirdOrder,Barycentric,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_ThirdOrder_Barycentric_64,reference_file,Momentum_y,3.55581345030983,17.545970713197228,220.0445365822814,0.04272914457186988,0.18320635216426806,1.2224696476793413,nan
Mixed,2,Discontinuous,ThirdOrder,Barycentric,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_ThirdOrder_Barycentric_128,reference_file,Momentum_y,1.857043380957643,12.905911773607635,227.71850505373996,0.02228320592807413,0.13454480385856166,1.2651028058541112,0.4415902144310459
Mixed,2,Discontinuous,ThirdOrder,Barycentric,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_ThirdOrder_Barycentric_256,reference_file,Momentum_y,0.9619296290018648,9.458576025393816,230.11552045185417,0.011529756447187987,0.09848814141087757,1.2784195580658566,0.4524513562761964
Mixed,2,Discontinuous,ThirdOrder,Barycentric,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_ThirdOrder_Barycentric_64,reference_file,Energy,28087.245990526586,138595.00855456994,1738124.0929046604,0.04609130781291033,0.14355021036063334,0.8128359295833455,nan
Mixed,2,Discontinuous,ThirdOrder,Barycentric,128,24408,0.006400794772021405,0.0078125,Mixed2D_Discontinuous_ThirdOrder_Barycentric_128,reference_file,Energy,14668.720669666087,101943.34539281465,1798740.5012718155,0.023996337265582146,0.10533187895092719,0.8411832695944841,0.4415902144310454
Mixed,2,Discontinuous,ThirdOrder,Barycentric,256,96409,0.0032206327947704866,0.00390625,Mixed2D_Discontinuous_ThirdOrder_Barycentric_256,reference_file,Energy,7598.248471948711,74712.96097442489,1817674.4420059808,0.012400399003955962,0.07705428313921706,0.850037750917283,0.4524513562761962
Mixed,2,Discontinuous,ThirdOrder,Barycentric,64,6073,0.012832118438741323,0.015625,Mixed2D_Discontinuous_ThirdOrder_Barycentric_64,reference_file,ALL_FIELDS,7024.487247253004,69297.50705396541,1738124.0929046604,0.04608986346010582,0.14355021258099854,0.8128359295833455,nan
